epoch,train_mse,val_mse,val_psnr
1,0.0010133920606739562,1.5207281339736212,16.871467433487517
2,0.0007961004257908669,1.4240564618791853,17.29280519206597
3,0.0007146530632122323,1.2878840083167666,17.726724354010475
4,0.000664119882343187,1.2253271738688152,18.01503626437603
5,0.0006255261478249797,1.1729088056655157,18.26670872207358
6,0.0005915747438932116,1.1212354614621116,18.484858144158487
7,0.000563226379293563,1.1030471211387998,18.68586905272294
8,0.0005381385797110183,1.0908561434064592,18.895033454758185
9,0.0005117611880628286,1.0357284318833124,19.10910193773303
10,0.0004855495945807418,1.019320397149949,19.370898191964937
11,0.00045576227270869603,1.001297224135626,19.666295491489407
12,0.0004264712597955361,0.9667186737060547,19.95486966719798
13,0.0004019018820615421,0.9189708346412295,20.15710928584785
14,0.000384835788950688,0.9052816799708775,20.325152138915126
15,0.0003715587031208621,0.9268878755115327,20.445819186257406
16,0.0003628393932213557,0.865404242560977,20.542285224494645
17,0.0003540020231318114,0.8858381680079869,20.638724211180037
18,0.00034863195929344445,0.8452406383696056,20.693533510858874
19,0.00034237640539194915,0.8387389183044434,20.767711550826807
20,0.0003375583605963908,0.8490054266793388,20.833077227943008
21,0.0003339137039655798,0.8173668725149972,20.853929393785318
22,0.0003309149693847559,0.8427457128252301,20.895062396580606
23,0.0003282381375534353,0.8150848207019624,20.941470580466937
24,0.0003257924935047183,0.8252578008742559,20.97277168706741
25,0.0003232968169607051,0.8044744219098773,21.006357337198118
26,0.0003225957438210561,0.792828537168957,20.98506854207548
27,0.00032248225360145344,0.8272414888654437,20.987519944960425
28,0.0003217810101876699,0.8022479556855702,21.05066879064576
29,0.00031756355538268454,0.8023907797677177,21.074049315985636
30,0.00031626804520365324,0.7919021788097563,21.09914847513621
31,0.00031475643072031095,0.7891090710957845,21.079585790249343
32,0.0003138112216042462,0.793463252839588,21.109649829385464
33,0.00031388639378757485,0.7869686172122047,21.129803121164212
34,0.00031311243261349786,0.7841388157435826,21.107764316516604
35,0.000312807528508142,0.7811412811279297,21.15457973256786
36,0.00031282458301826286,0.7816103980654762,21.140425777767426
37,0.0003115030436444728,0.7764411199660528,21.15555296673071
38,0.0003123320348095149,0.782048952011835,21.150599054695334
39,0.00031058920912669394,0.775321574438186,21.1876250663647
40,0.000308541441871517,0.7863272258213588,21.14197991195804
41,0.00030918314921851643,0.7789728073846727,21.177445114325746
42,0.0003093591146572525,0.7755819729396275,21.185362588592
43,0.00030855809896381507,0.774239630926223,21.159312074900644
44,0.000308407661598711,0.7704275222051711,21.15426631812135
45,0.000309527065503229,0.7711037000020345,21.19778632916823
46,0.0003087898159677955,0.7707118760971796,21.193075821647025
47,0.0003079393715999121,0.7727683839343843,21.20329230571928
48,0.00030804985408917413,0.7684612728300548,21.211976088371017
49,0.00030868919432462975,0.771417118254162,21.209443695983914
50,0.00030927523306902797,0.7732558477492559,21.19271719390712
51,0.000308258520524906,0.7691816148303804,21.212672968506542
52,0.0003074865732020859,0.7709608305068243,21.205331746915597
53,0.00030705949924511556,0.7681134995960054,21.20443662654596
54,0.0003081307894999868,0.767250242687407,21.21804852492656
55,0.0003085508119668169,0.7692876089186895,21.21181302577673
56,0.0003086363805736276,0.7669197718302408,21.221568076548238
57,0.00030879953096021266,0.7670948164803642,21.2229125277913
58,0.00030858679199537755,0.7657384872436523,21.234063911207926
59,0.0003067569110687051,0.7687712396894183,21.198223238376478
60,0.00030642491865678337,0.7683636347452799,21.216433201091675
61,0.00030610056148424485,0.7662678219023205,21.22971607942737
62,0.00030744154623110146,0.7640921728951591,21.236124038545373
63,0.00030731859057606467,0.7651105154128301,21.231973916325916
64,0.00030770942323905386,0.7648937815711612,21.236244299111963
65,0.00030663544405786983,0.7686051414126441,21.200030883581377
66,0.0003069846013737521,0.7680252620152065,21.20141731050242
67,0.00030624264170115963,0.7667841684250605,21.222769275628593
68,0.00030625535472264065,0.7641052064441499,21.23208046912567
69,0.00030519694475264383,0.7630120459057036,21.239083804747732
70,0.0003051750830925958,0.7630986713227772,21.230472987731083
71,0.0003066658127341077,0.7635770979381743,21.243339192989406
72,0.0003063480283438774,0.7660576956612724,21.209297808348225
73,0.0003080759672501563,0.7696388562520345,21.13738265264868
74,0.0003087757313864884,0.7667069662184942,21.229540530407547
75,0.0003074172244610629,0.7678625924246651,21.218392519246187
76,0.0003054909804172214,0.763874576205299,21.235827217935068
77,0.00030640137231983673,0.7625937688918341,21.209295059365335
78,0.0003070848456707023,0.7618419329325358,21.251644426383805
79,0.0003040491114236714,0.7613133021763393,21.253895764065142
80,0.00030374458265737043,0.7611596470787412,21.251302786786795
81,0.00030475469498798764,0.7637719880966913,21.22765864005208
82,0.00030512458861580696,0.7661411648704892,21.219379677423827
83,0.00030586603244809414,0.7669707025800433,21.220263229759297
84,0.00030650398004853605,0.7643715767633348,21.210636056441544
85,0.000307378562531252,0.7681663604009719,21.20987749657371
86,0.0003078852608885573,0.763096536908831,21.24529947780244
87,0.00030807441906018676,0.761154538109189,21.240363299610276
88,0.00030748302454193093,0.7606574013119652,21.256471184995647
89,0.00030613956898022657,0.7614105996631441,21.244232577749283
90,0.0003075916383645615,0.764437198638916,21.17232757874918
91,0.0003057972319964748,0.7630969002133324,21.230855423822703
92,0.00030435257304952236,0.7639161064511254,21.18806384441512
93,0.0003073783360566173,0.763535703931536,21.24171560835179
94,0.0003070138293136468,0.7616661162603469,21.241049459100932
95,0.00030571660836462743,0.7640613374255952,21.230957289938743
96,0.00030677402244837974,0.7643037296476818,21.228019724946204
97,0.00030692409517928614,0.7640408561343238,21.2334203320956
98,0.00030712297536839527,0.7653094700404576,21.22544253001157
